IDPdv;Ciudad;Depto;Cadena;Canal;SubCanal;Tipologia;Regional;Formato;DiaEntregaPedidoNombre;DiaEntregaPedido;DiaHoy;DiaRestante;Lat;Lon
1596794;Bucaramanga;SANTANDER;Cencosud;Mt;Ka;SUPERG BASIC;Santanderes;Metro;Sábado;6;1;5;7,155829906;-73,11160278
1596795;Ibagué;TOLIMA;Cencosud;Mt;Ka;HYPER BASIC;Centro;Metro;Viernes - Lunes;1;1;0;4,43797;-75,201482
1596796;Itagui;ANTIOQUIA;Cencosud;Mt;Ka;SUPERG BASIC;Antioquia-Choco;Metro;Miercoles;3;1;2;6,173893;-75,612287
1596797;Santiago De Cali;VALLE DEL CAUCA;Cencosud;Mt;Ka;SUPERG BASIC;Pacifico;Metro;Jueves - Lunes;1;1;0;3,399039984;-76,57649994
1596798;Cúcuta;NORTE DE SANTANDER;Cencosud;Mt;Ka;HYPER BASIC;Santanderes;Metro;Sábado;6;1;5;8,112030029;-72,48860168
1596799;Valledupar;CESAR;Cencosud;Mt;Ka;SUPERG BASIC;Atlantico;Metro;Viernes;5;1;4;10,45584;-73,240643
1596800;Montería;CORDOBA;Cencosud;Mt;Ka;SUPERG BASIC;Atlantico;Metro;Viernes;5;1;4;8,750645;-75,890897
1596801;Mosquera;CUNDINAMARCA;Cencosud;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Metro;Jueves - Lunes;1;1;0;4,702533;-74,223025
1596802;Neiva;HUILA;Cencosud;Mt;Ka;SUPERG BASIC;Centro;Metro;Viernes - Lunes;1;1;0;2,937846;-75,293828
1596803;Pasto;NARIÑO;Cencosud;Mt;Ka;SUPERG BASIC;Pacifico;Metro;Jueves - Lunes;1;1;0;1,083610058;-77,20610046
1596804;Bogotá;BOGOTA D.C;Cencosud;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Metro;Jueves - Lunes;1;1;0;4,677284;-74,116583
1596805;Neiva;HUILA;Cencosud;Mt;Ka;SUPERG BASIC;Centro;Metro;Viernes - Lunes;1;1;0;2,934707;-75,248605
1596806;Soacha;CUNDINAMARCA;Cencosud;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Metro;Jueves - Lunes;1;1;0;4,588988;-74,205045
1596807;Sogamoso;BOYACA;Cencosud;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Metro;Jueves - Lunes;1;1;0;5,713137;-72,930687
1596808;Bogotá;BOGOTA D.C;Cencosud;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Metro;Jueves - Lunes;1;1;0;4,316110134;-74,18109894
1596809;Bogotá;BOGOTA D.C;Cencosud;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Metro;Jueves - Lunes;1;1;0;4,569403;-74,100097
1596810;Cúcuta;NORTE DE SANTANDER;Cencosud;Mt;Ka;SUPERG BASIC;Santanderes;Metro;Sábado;6;1;5;8,112030029;-72,48860168
1596811;Zipaquirá;CUNDINAMARCA;Cencosud;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Metro;Jueves - Lunes;1;1;0;5,026145;-73,992603
1596812;Tunja;BOYACA;Chispasos;Dtt;Smi;SMI M PREMIUM;Cundi-Boyaca;Pastor J Duitama;;0;1;6;5,54303;-73,35938
1596813;Tunja;BOYACA;Chispasos;Dtt;Smi;SMI M PREMIUM;Cundi-Boyaca;Pastor J Duitama;;0;1;6;5,530323;-73,363057
1596814;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596816;Girardot;CUNDINAMARCA;Supermercados K;Dtt;Smi;SMI P;Centro;Surtilima;;0;1;6;4,29305;-74,80884
1596817;Espinal;TOLIMA;Independientes;Dtt;Smi;SMI G PREMIUM;Cundi-Boyaca;Surtilima;;0;1;6;4,166480064;-74,89350128
1596818;Bello;ANTIOQUIA;Independientes;Dtt;Smi;SMI M BASIC;Antioquia-Choco;Surtiventas;;0;1;6;6,303735;-75,547623
1596819;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596820;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596821;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596822;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596823;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596824;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;1,202843;-77,293652
1596825;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,559212;-74,143923
1596826;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596827;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI M BASIC;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596828;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596829;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596830;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596831;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,580333;-74,142642
1596832;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596833;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596834;Mosquera;CUNDINAMARCA;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;8,584699631;-75,95059967
1596835;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,629785;-74,158675
1596836;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,628503;-74,158533
1596837;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,628658;-74,15992
1596838;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,627752;-74,1592
1596839;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,627997;-74,158342
1596840;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596841;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,628238;-74,15872
1596842;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,627878;-74,158543
1596843;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596844;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,630962;-74,158667
1596845;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,628938;-74,159977
1596846;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,627782;-74,159018
1596847;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,630818;-74,157792
1596848;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,630813;-74,157612
1596849;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,62807;-74,158645
1596850;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,63059;-74,157503
1596851;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,631282;-74,158558
1596852;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,627787;-74,158443
1596853;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596854;Barranquilla;ATLÁNTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;0;1;6;10,98149967;-74,82769775
1596855;Barranquilla;ATLÁNTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;0;1;6;10,98211;-74,774838
1596856;Barranquilla;ATLÁNTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;0;1;6;10,980307;-74,775333
1596857;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Colsubsidio;;0;1;6;4,625635;-74,09255
1596858;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Colsubsidio;;0;1;6;4,609522;-74,112563
1596859;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1596860;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1596861;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Colsubsidio;;0;1;6;4,735453;-74,052673
1596862;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1596863;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Colsubsidio;;0;1;6;4,714774;-74,030196
1596864;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Colsubsidio;;0;1;6;4,75716;-74,046347
1596865;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Colsubsidio;;0;1;6;4,59842;-74,10054
1596866;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Colsubsidio;;0;1;6;4,722437;-74,114357
1596867;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Colsubsidio;;0;1;6;4,696268;-74,031698
1596868;Neiva;HUILA;Comfamiliar;Dtt;Smi;SMI M BASIC;Centro;Tropihuila;;0;1;6;2,92987;-75,289199
1596869;Neiva;HUILA;Comfamiliar;Dtt;Smi;SMI M BASIC;Centro;Tropihuila;;0;1;6;2,958766;-75,288377
1596870;Santiago De Cali;VALLE DEL CAUCA;Comfandi;Mt;Ka;SMI P;Pacifico;Comfandi;;0;1;6;3,399039984;-76,57649994
1596871;Santiago De Cali;VALLE DEL CAUCA;Comfandi;Mt;Ka;SMI G BASIC;Pacifico;Comfandi;;0;1;6;3,399039984;-76,57649994
1596872;Santiago De Cali;VALLE DEL CAUCA;Comfandi;Mt;Ka;SMI M BASIC;Pacifico;Comfandi;;0;1;6;3,399039984;-76,57649994
1596873;Tulúa;VALLE DEL CAUCA;Comfandi;Mt;Ka;SMI G;Pacifico;Comfandi;;0;1;6;4,028409958;-76,03250122
1596874;Santiago De Cali;VALLE DEL CAUCA;Comfandi;Mt;Ka;SMI M BASIC;Pacifico;Comfandi;;0;1;6;3,399039984;-76,57649994
1596875;Medellin;ANTIOQUIA;Cooperativa De Consumo;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;0;1;6;6,257589817;-75,61100006
1596876;Medellin;ANTIOQUIA;Cooperativa De Consumo;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;0;1;6;6,257589817;-75,61100006
1596877;Medellin;ANTIOQUIA;Cooperativa De Consumo;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;0;1;6;6,257589817;-75,61100006
1596878;Medellin;ANTIOQUIA;Cooperativa De Consumo;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;0;1;6;6,257589817;-75,61100006
1596879;Mosquera;CUNDINAMARCA;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;8,584699631;-75,95059967
1596880;Mosquera;CUNDINAMARCA;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;8,584699631;-75,95059967
1596881;Madrid;CUNDINAMARCA;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,772679806;-74,25980377
1596882;Facatativá;CUNDINAMARCA;Independientes;Dtt;Smi;SMI G BASIC;Cundi-Boyaca;Tropiabastos;;0;1;6;4,834050179;-74,33799744
1596883;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,514728;-74,116203
1596884;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596885;Facatativá;CUNDINAMARCA;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,834050179;-74,33799744
1596886;Girardot;CUNDINAMARCA;Supermercados K;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,291698;-74,808063
1596887;Girardot;CUNDINAMARCA;Supermercados K;Dtt;Smi;SMI M BASIC;Cundi-Boyaca;Tropiabastos;;0;1;6;4,302577;-74,80333
1596888;Medellin;ANTIOQUIA;Independientes;Dtt;Smi;SMI G BASIC;Antioquia-Choco;Tropicana;;0;1;6;6,187783;-75,58865
1596889;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Corbeta;;0;1;6;4,316110134;-74,18109894
1596890;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Corbeta;;0;1;6;4,316110134;-74,18109894
1596891;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI G;Cundi-Boyaca;Corbeta;;0;1;6;4,316110134;-74,18109894
1596892;Bogotá;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Corbeta;;0;1;6;4,316110134;-74,18109894
1596893;Paipa;BOYACA;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Pastor J Duitama;;0;1;6;5,782562;-73,1191
1596894;Santiago De Cali;VALLE DEL CAUCA;Independientes;Dtt;Smi;SMI M BASIC;Pacifico;Surtivalle;;0;1;6;3,399039984;-76,57649994
1596895;Santiago De Cali;VALLE DEL CAUCA;Independientes;Dtt;Smi;SMI M BASIC;Pacifico;Surtivalle;;0;1;6;3,399039984;-76,57649994
1596896;Barranquilla;ATLÁNTICO;Independientes;Dtt;Smi;SMI P;Atlantico;Tropicana;;0;1;6;10,966927;-74,835788
1596897;Neiva;HUILA;Independientes;Dtt;Smi;SMI P;Centro;Tropicana;;0;1;6;2,893922;-75,281023
1596898;Armenia;QUINDÍO;Independientes;Dtt;Smi;SMI M PREMIUM;Eje Cafetero;Tropicana;;0;1;6;4,560138;-75,655478
1596899;Arauca;ARAUCA;Independientes;Dtt;Smi;SMI P;Llanos;Tropicana;;0;1;6;6,796279907;-70,50920105
1596900;Soledad;ATLÁNTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;0;1;6;10,90690041;-74,77839661
1596901;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;0;1;6;6,257589817;-75,61100006
1596902;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;0;1;6;6,257589817;-75,61100006
1596903;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;0;1;6;6,257589817;-75,61100006
1596904;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;0;1;6;6,257589817;-75,61100006
1596905;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;0;1;6;6,257589817;-75,61100006
1596906;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;0;1;6;6,257589817;-75,61100006
1596907;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;0;1;6;6,257589817;-75,61100006
1596908;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;0;1;6;6,257589817;-75,61100006
1596909;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;0;1;6;6,257589817;-75,61100006
1596910;Cartagena;BOLIVAR;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;0;1;6;10,44919968;-75,46990204
1596911;Cartagena;BOLIVAR;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;0;1;6;10,44919968;-75,46990204
1596912;Cartagena;BOLIVAR;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;0;1;6;10,44919968;-75,46990204
1596913;Bogotá;BOGOTA D.C;Tropicana;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;0;1;6;4,604177;-74,08432
1596914;Bogotá;BOGOTA D.C;Tropicana;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;0;1;6;4,316110134;-74,18109894
1596915;Soledad;ATLÁNTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;0;1;6;10,90690041;-74,77839661
1596916;Soledad;ATLÁNTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;0;1;6;10,90690041;-74,77839661
1596917;Barranquilla;ATLÁNTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;0;1;6;10,98149967;-74,82769775
1596918;Barranquilla;ATLÁNTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;0;1;6;10,98149967;-74,82769775
1596919;Barranquilla;ATLÁNTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;0;1;6;10,98149967;-74,82769775
1596920;Barranquilla;ATLÁNTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;0;1;6;10,98149967;-74,82769775
1596922;Bogotá;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;0;1;6;4,604212;-74,083698
1596923;Bogotá;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;0;1;6;4,604203;-74,084292
1596924;Bogotá;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;0;1;6;4,604422;-74,084418
1596925;Bogotá;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;0;1;6;4,604308;-74,08389
1596926;Bogotá;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;0;1;6;4,316110134;-74,18109894
1596927;Bogotá;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;0;1;6;4,603627;-74,084193
1596928;Bogotá;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;0;1;6;4,604215;-74,083695
1596929;Bogotá;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;0;1;6;4,316110134;-74,18109894
1596930;Bogotá;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;0;1;6;4,316110134;-74,18109894
1596931;Cúcuta;NORTE DE SANTANDER;El Descuento;Dtt;Smi;SMI M BASIC;Santanderes;Pastor J Cucuta;;0;1;6;8,112030029;-72,48860168
1596932;Bogotá;BOGOTA D.C;El Mercadeo;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596933;Bogotá;BOGOTA D.C;El Mercadeo;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596934;Bogotá;BOGOTA D.C;El Mercadeo;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596935;Bogotá;BOGOTA D.C;El Mercadeo;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596936;Bogotá;BOGOTA D.C;El Mercadeo;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1596937;Bucaramanga;SANTANDER;El Super;Dtt;Smi;SMI M BASIC;Santanderes;Pastor J Bucaramanga;;0;1;6;7,155829906;-73,11160278
1596938;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,217533;-75,598725
1596939;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;SUPERG BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;3;1;2;6,238697;-75,586898
1596940;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERG PREMIUM;Cundi-Boyaca;Carulla;Miercoles - Lunes;1;1;0;4,699265;-74,056093
1596941;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP PREMIUM;Pacifico;Carulla;Lunes - Viernes;1;1;0;3,399039984;-76,57649994
1596942;Armenia;QUINDÍO;Independientes;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropicana;;0;1;6;4,532347;-75,675525
1596943;Pereira;RISARALDA;Independientes;Dtt;Smi;SMI G BASIC;Eje Cafetero;Tropicana;;0;1;6;4,781290054;-75,71240234
1596944;Pereira;RISARALDA;Independientes;Dtt;Smi;SMI P;Eje Cafetero;Tropicana;;0;1;6;4,781290054;-75,71240234
1596945;Pereira;RISARALDA;Independientes;Dtt;Smi;SMI P;Eje Cafetero;Tropicana;;0;1;6;4,781290054;-75,71240234
1596946;Pereira;RISARALDA;Independientes;Dtt;Smi;SMI G BASIC;Eje Cafetero;Tropicana;;0;1;6;4,807047;-75,766542
1596947;Pereira;RISARALDA;Independientes;Dtt;Smi;SMI P;Eje Cafetero;Tropicana;;0;1;6;4,781290054;-75,71240234
1596948;Pereira;RISARALDA;Independientes;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropicana;;0;1;6;4,866248;-75,620218
1596949;Pereira;RISARALDA;Independientes;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropicana;;0;1;6;4,781290054;-75,71240234
1596950;Soledad;ATLÁNTICO;Independientes;Dtt;Smi;SMI P;Atlantico;Tropicana;;0;1;6;10,90690041;-74,77839661
1596951;Soledad;ATLÁNTICO;Independientes;Dtt;Smi;SMI P;Atlantico;Tropicana;;0;1;6;10,90690041;-74,77839661
1596952;Cereté;CORDOBA;Independientes;Dtt;Smi;SMI M BASIC;Atlantico;Tropicana;;0;1;6;8,891010284;-75,83460236
1596953;La Apartada;CORDOBA;Independientes;Dtt;Smi;SMI M BASIC;Atlantico;Tropicana;;0;1;6;8,052220345;-75,28820038
1596954;Envigado;ANTIOQUIA;Inversiones Euro;Mt;Smi;SMI M BASIC;Antioquia-Choco;Inversiones Euro;Martes;2;1;1;6,167667;-75,588535
1596955;Montería;CORDOBA;Inversiones Euro;Mt;Smi;SMI M BASIC;Atlantico;Inversiones Euro;Martes;2;1;1;8,75604;-75,871278
1596956;Montería;CORDOBA;Inversiones Euro;Mt;Smi;SMI M BASIC;Atlantico;Inversiones Euro;Martes;2;1;1;8,76428;-75,872963
1596957;Medellin;ANTIOQUIA;Inversiones Euro;Mt;Smi;SMI M PREMIUM;Antioquia-Choco;Inversiones Euro;Martes;2;1;1;6,231202;-75,591365
1596958;Medellin;ANTIOQUIA;Inversiones Euro;Mt;Smi;SMI G;Antioquia-Choco;Inversiones Euro;Martes;2;1;1;6,21268;-75,594377
1596959;Medellin;ANTIOQUIA;Inversiones Euro;Mt;Smi;SMI M BASIC;Antioquia-Choco;Inversiones Euro;Martes;2;1;1;6,259943;-75,570985
1596960;Medellin;ANTIOQUIA;Inversiones Euro;Mt;Smi;SMI M BASIC;Antioquia-Choco;Inversiones Euro;Martes;2;1;1;6,165317;-75,575783
1596961;Rionegro;ANTIOQUIA;Inversiones Euro;Mt;Smi;SMI M PREMIUM;Antioquia-Choco;Inversiones Euro;Martes;2;1;1;6,123317;-75,42168
1596962;Bello;ANTIOQUIA;Inversiones Euro;Mt;Smi;SMI G BASIC;Antioquia-Choco;Inversiones Euro;Martes;2;1;1;6,338653;-75,544807
1596963;Medellin;ANTIOQUIA;Inversiones Euro;Mt;Smi;SMI G PREMIUM;Antioquia-Choco;Inversiones Euro;Martes;2;1;1;6,220536;-75,566808
1596964;Armenia;QUINDÍO;Tropitiendas;Dtt;Mayorista;MAYORISTA;Eje Cafetero;Tropitiendas;;0;1;6;4,499499798;-75,72489929
1596965;Caldas;ANTIOQUIA;Vaquita Express;Dtt;Smi;SMI M BASIC;Antioquia-Choco;Tropicana;;0;1;6;6,091783;-75,636553
1596966;Medellin;ANTIOQUIA;Vaquita Express;Dtt;Smi;SMI P;Antioquia-Choco;Tropicana;;0;1;6;6,26099;-75,59769
1596967;Medellin;ANTIOQUIA;Vaquita Express;Dtt;Smi;SMI M BASIC;Antioquia-Choco;Tropicana;;0;1;6;6,261843;-75,589198
1596968;Medellin;ANTIOQUIA;Vaquita Express;Dtt;Smi;SMI G BASIC;Antioquia-Choco;Tropicana;;0;1;6;6,169978;-75,585828
1596969;Medellin;ANTIOQUIA;Vaquita Express;Dtt;Smi;SMI M BASIC;Antioquia-Choco;Tropicana;;0;1;6;6,224843;-75,59599
